"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/13/2023","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","1266.98","credit","Sell","ROTH IRA","",""
"7/13/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","246.60","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/13/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","986.43","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/12/2023","Wal-Mart","WALMART.COM XXXX6665BENTONVILLE AR","161.29","debit","Party","Blue Cash Everyday®","",""
"7/12/2023","JOURNALED SPP PURCHASE CREDIT (Cash)","JOURNALED SPP PURCHASE CREDIT (Cash)","1300.00","credit","Buy","Individual - TOD","",""
"7/12/2023","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","8346.63","credit","Sell","Individual - TOD","",""
"7/12/2023","YOU SOLD ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU SOLD ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","25649.79","credit","Sell","Individual - TOD","",""
"7/12/2023","YOU BOUGHT ESPP### AS OF 06-30-23 ZIMMER BIOMET HOLDINGS INC COM (ZBH) (Cash)","YOU BOUGHT ESPP### AS OF 06-30-23 ZIMMER BIOMET HOLDINGS INC COM (ZBH) (Cash)","1300.00","debit","Investments","Individual - TOD","",""
"7/12/2023","YOU SOLD META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","YOU SOLD META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","12140.70","credit","Sell","Individual - TOD","",""
"7/12/2023","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","219.65","credit","Sell","Individual - TOD","",""
"7/11/2023","TYPHOON TEXAS AUSTIN","TYPHOON TEXAS AUSTIN","12.98","debit","Amusement","CREDIT CARD","",""
"7/11/2023","Amazon","AMZN Mktp US*XCX209BP3","38.20","debit","Home Improvement","CREDIT CARD","","curtain rod"
"7/11/2023","TYPHOON WATERPARK MANA","TYPHOON WATERPARK MANA","16.00","debit","Entertainment","CREDIT CARD","",""
"7/11/2023","TYPHOON TEXAS AUSTIN","TYPHOON TEXAS AUSTIN","6.48","debit","Amusement","CREDIT CARD","",""
"7/11/2023","DOMINO'S XXXX XX0006LIBERTY HILL TX","DOMINO'S XXXX XX0006LIBERTY HILL TX","17.30","debit","Fast Food","Blue Cash Everyday®","",""
"7/11/2023","YOU BOUGHT TOAST INC CL A (TOST) (Cash)","YOU BOUGHT TOAST INC CL A (TOST) (Cash)","235.45","debit","Investments","Individual - TOD","",""
"7/10/2023","Wal-Mart","WAL-MART SUPERCENTERCEDAR PARK TX","27.04","debit","Toys","Blue Cash Everyday®","",""
"7/10/2023","MY529            DES:INVESTMENT ID:14745026                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:14745026                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","2000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"7/10/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","113.01","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"7/10/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","32.48","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"7/10/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","8.05","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"7/10/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","42.30","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"7/10/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","19.45","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"7/10/2023","YOU SOLD PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","YOU SOLD PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","32559.73","credit","Sell","Individual - TOD","",""
"7/10/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1677.50","debit","Investments","Individual - TOD","",""
"7/10/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","3298.70","debit","Investments","Individual - TOD","",""
"7/10/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","247.11","debit","Investments","Individual - TOD","",""
"7/10/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","2965.50","debit","Investments","Individual - TOD","",""
"7/10/2023","YOU SOLD PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","YOU SOLD PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","5496.43","credit","Sell","ROTH IRA","",""
"7/08/2023","AplPay ALDI XXX39 00GEORGETOWN TX","AplPay ALDI XXX39 00GEORGETOWN TX","37.27","debit","Groceries","Blue Cash Everyday®","",""
"7/08/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","10.95","debit","Shopping","Blue Cash Everyday®","",""
"7/08/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","20.96","debit","Shopping","Blue Cash Everyday®","",""
"7/07/2023","Zelle payment from SINDHU BALAKRISHNAN XXL0HW41ZP8C","Zelle payment from SINDHU BALAKRISHNAN XXL0HW41ZP8C","1000.00","credit","Transfer","TOTAL CHECKING","",""
"7/07/2023","ZIMMER INC       DES:DIRECT DEP ID:XXXXX66872774J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX66872774J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"7/07/2023","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","126.29","credit","Paycheck","Easy Banking Club","",""
"7/07/2023","ZELLE DEBIT TO","ZELLE DEBIT TO","1000.00","debit","Transfer","Easy Banking Club","",""
"7/07/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","2219.88","debit","Investments","Individual - TOD","",""
"7/07/2023","DIVIDEND RECEIVED FIDELITY 500 INDEX FUND (FXAIX) (Cash)","DIVIDEND RECEIVED FIDELITY 500 INDEX FUND (FXAIX) (Cash)","5.38","credit","Deposit","Individual - TOD","",""
"7/07/2023","REINVESTMENT FIDELITY 500 INDEX FUND (FXAIX) (Cash)","REINVESTMENT FIDELITY 500 INDEX FUND (FXAIX) (Cash)","5.38","debit","Deposit","Individual - TOD","",""
"7/06/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","37.83","debit","Shopping","Blue Cash Everyday®","",""
"7/06/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","43.26","debit","Groceries","Blue Cash Everyday®","",""
"7/06/2023","YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","1476.00","debit","Investments","ROTH IRA","",""
"7/06/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","84.38","debit","Investments","ROTH IRA","",""
"7/06/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1181.25","debit","Investments","ROTH IRA","",""
"7/06/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","4894.80","debit","Investments","Individual - TOD","",""
"7/06/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1186.50","debit","Investments","Individual - TOD","",""
"7/06/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","6867.00","debit","Investments","Individual - TOD","",""
"7/06/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","4879.60","debit","Investments","Individual - TOD","",""
"7/06/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","4897.20","debit","Investments","Individual - TOD","",""
"7/06/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","2453.80","debit","Investments","Individual - TOD","",""
"7/05/2023","Pedernales_Elec ELEC_BILL PPD ID: XXXXXX8412","Pedernales_Elec ELEC_BILL PPD ID: XXXXXX8412","63.93","debit","Electricity","TOTAL CHECKING","",""
"7/05/2023","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","233.00","debit","Transfer","TOTAL CHECKING","",""
"7/05/2023","FLAGSTAR LOAN PYMT XXXXXXXXXX WEB ID: XXXXXX4984","FLAGSTAR LOAN PYMT XXXXXXXXXX WEB ID: XXXXXX4984","2061.11","debit","Mortgage & Rent","TOTAL CHECKING","",""
"7/05/2023","DIVIDEND RECEIVED VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","DIVIDEND RECEIVED VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","20.49","credit","Investments","Individual - TOD","",""
"7/05/2023","YOU BOUGHT FACT SHEET TO FOLLOW JPMORGAN CHASE BK N A CD 5.45000% 07/05/2024 (Cash)","YOU BOUGHT FACT SHEET TO FOLLOW JPMORGAN CHASE BK N A CD 5.45000% 07/05/2024 (Cash)","5000.00","debit","Transfer","Individual - TOD","",""
"7/05/2023","DOMINO'S 9295","DOMINO'S 9295","2.59","debit","Fast Food","Apple Card","",""
"7/05/2023","DOMINO'S 9295","DOMINO'S 9295","13.09","debit","Fast Food","Apple Card","",""
"7/04/2023","ACROTEX GYMNASTICS - 5450","ACROTEX GYMNASTICS - 5450","89.00","debit","Kids Activities","CREDIT CARD","",""
"7/03/2023","IXL FAMILY SUBSCRIPT","IXL FAMILY SUBSCRIPT","10.61","debit","Education","CREDIT CARD","",""
"7/03/2023","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","230.00","debit","Transfer","TOTAL CHECKING","",""
"7/03/2023","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","2140.00","debit","Transfer","TOTAL CHECKING","",""
"7/03/2023","AplPay X9 RANCH #110AUSTIN TX","AplPay X9 RANCH #110AUSTIN TX","31.66","debit","Groceries","Blue Cash Everyday®","",""
"7/03/2023","H-E-B GAS/CARWASH #7LEANDER TX","H-E-B GAS/CARWASH #7LEANDER TX","42.32","debit","Gas & Fuel","Blue Cash Everyday®","",""
"7/03/2023","MY529            DES:INVESTMENT ID:14692946                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:14692946                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","1500.00","debit","Transfer","Adv Plus Banking - 1866","",""
"7/03/2023","99 RANCH #1107","99 RANCH #1107","2.09","debit","Groceries","Apple Card","",""
"7/03/2023","99 RANCH #1107","99 RANCH #1107","2.59","debit","Groceries","Apple Card","",""
"7/03/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","0.28","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/03/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","2.22","debit","Trade Commissions","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/03/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","0.15","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/03/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","7.53","debit","Trade Commissions","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"7/02/2023","Wal-Mart","WALMART.COM","161.29","debit","Party","CREDIT CARD","",""
"7/02/2023","Amazon","AMZN Mktp US*OHXX41K83","45.45","debit","Home Improvement","CREDIT CARD","","curtain rod"
"7/02/2023","HONEST ROUND ROCK TX","HONEST ROUND ROCK TX","60.69","debit","Service & Parts","Apple Card","",""
"7/02/2023","Wonder World Cave & Park","WONDER WORLD CAVE","3.12","debit","Vacation","Apple Card","",""
"7/02/2023","Wonder World Cave & Park","WONDER WORLD CAVE","22.46","debit","Vacation","Apple Card","",""
"6/30/2023","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","52.48","credit","Interest Income","Individual - TOD","",""
"6/30/2023","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","0.02","credit","Transfer","Individual - TOD","",""
"6/30/2023","YOU BOUGHT VANGUARD RUSSELL 2000 ETF (VTWO) (Cash)","YOU BOUGHT VANGUARD RUSSELL 2000 ETF (VTWO) (Cash)","151.68","debit","Financial","Individual - TOD","",""
"6/30/2023","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","0.71","credit","Interest Income","Individual - TOD","",""
"6/30/2023","YOU BOUGHT VANGUARD RUSSELL 2000 ETF (VTWO) (Cash)","YOU BOUGHT VANGUARD RUSSELL 2000 ETF (VTWO) (Cash)","48.31","debit","Financial","Individual - TOD","",""
"6/30/2023","DIVIDEND","DIVIDEND","4.44","credit","Investments","Primary Savings 1","",""
"6/30/2023","MENCHIES #360 THE FOLEANDER TX","MENCHIES #360 THE FOLEANDER TX","15.98","debit","Restaurants","Blue Cash Everyday®","",""
"6/30/2023","INTEREST PAID","INTEREST PAID","0.01","credit","Interest Income","ONLINE SAVINGS","",""
"6/30/2023","MPHASIS          DIRECT DEP","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","2517.59","credit","Paycheck","TOTAL CHECKING","",""
"6/30/2023","MPHASIS          DIRECT DEP","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","41.56","credit","Paycheck","TOTAL CHECKING","",""
"6/30/2023","YOU SOLD CADENCE DESIGN SYSTEMS INC COM USD0.01 (CDNS) (Cash)","YOU SOLD CADENCE DESIGN SYSTEMS INC COM USD0.01 (CDNS) (Cash)","233.66","credit","Sell","Individual - TOD","",""
"6/30/2023","YOU SOLD SALESFORCE INC COM (CRM) (Cash)","YOU SOLD SALESFORCE INC COM (CRM) (Cash)","6390.54","credit","Sell","Individual - TOD","",""
"6/30/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","250.65","debit","Investments","Individual - TOD","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","250.65","credit","Dividend & Cap Gains","Individual - TOD","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.01","credit","Dividend & Cap Gains","Traditional IRA","",""
"6/30/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.01","debit","Investments","Traditional IRA","",""
"6/30/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","12.25","debit","Investments","ROTH IRA","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","12.25","credit","Dividend & Cap Gains","ROTH IRA","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.03","credit","Dividend & Cap Gains","Health Savings Account","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.02","credit","Dividend & Cap Gains","Traditional IRA","",""
"6/30/2023","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.66","debit","Investments","Health Savings Account","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.66","credit","Dividend & Cap Gains","Health Savings Account","",""
"6/30/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","3.39","credit","Dividend & Cap Gains","ROTH IRA","",""
"6/30/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","3.39","debit","Investments","ROTH IRA","",""
"6/29/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","129.02","debit","Toys","Blue Cash Everyday®","",""
"6/29/2023","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","839.20","credit","Paycheck","Individual - TOD","",""
"6/29/2023","YOU BOUGHT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/01/2023 (Cash)","YOU BOUGHT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/01/2023 (Cash)","4980.93","debit","Investments","Individual - TOD","",""
"6/29/2023","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","13.85","credit","Paycheck","Individual - TOD","",""
"6/29/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","246.60","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"6/29/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","986.43","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"6/28/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","22.51","debit","Groceries","Blue Cash Everyday®","",""
"6/28/2023","H-E-B GAS/CARWASH #7LEANDER TX","H-E-B GAS/CARWASH #7LEANDER TX","43.90","debit","Gas & Fuel","Blue Cash Everyday®","",""
"6/28/2023","DIVIDEND RECEIVED VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","DIVIDEND RECEIVED VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","16.53","credit","Investments","Individual - TOD","",""
"6/28/2023","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","27934.27","credit","Sell","Individual - TOD","",""
"6/28/2023","YOU SOLD SHOPIFY INC COM NPV CL A ISIN #CA825... (SHOP) (Cash)","YOU SOLD SHOPIFY INC COM NPV CL A ISIN #CA825... (SHOP) (Cash)","8217.41","credit","Sell","Individual - TOD","",""
"6/28/2023","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","2503.77","credit","Sell","ROTH IRA","",""
"6/27/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","21.03","debit","Groceries","Blue Cash Everyday®","",""
"6/27/2023","YOU SOLD FIDELITY 500 INDEX FUND (FXAIX) (Cash)","YOU SOLD FIDELITY 500 INDEX FUND (FXAIX) (Cash)","150.65","credit","Income","ROTH IRA","",""
"6/26/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","42.70","debit","Toys","Blue Cash Everyday®","",""
"6/26/2023","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","798.25","debit","Investments","Individual - TOD","",""
"6/26/2023","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","511.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"6/26/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","372.00","credit","Income","Mphasis Corporation 401(k) Plan","",""
"6/26/2023","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","46.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"6/26/2023","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","206.15","debit","Investments","Individual - TOD","",""
"6/26/2023","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","3710.70","debit","Investments","Individual - TOD","",""
"6/26/2023","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","3728.79","debit","Investments","Individual - TOD","",""
"6/26/2023","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","2451.00","debit","Investments","ROTH IRA","",""
"6/25/2023","PAYPAL *EBAY US XXXXXX7733 CA","PAYPAL *EBAY US XXXXXX7733 CA","3.78","debit","Home Improvement","Blue Cash Everyday®","",""
"6/24/2023","ALDI XXXXX XXXXX0000GEORGETOWN TX","ALDI XXXXX XXXXX0000GEORGETOWN TX","15.19","debit","Groceries","Blue Cash Everyday®","",""
"6/23/2023","DIRECT DEPOSIT JPMorgan ChaACCTVERIFY (Cash)","DIRECT DEPOSIT JPMorgan ChaACCTVERIFY (Cash)","0.34","credit","Transfer","Individual - TOD","",""
"6/23/2023","DIRECT DEPOSIT JPMorgan ChaACCTVERIFY (Cash)","DIRECT DEPOSIT JPMorgan ChaACCTVERIFY (Cash)","0.10","credit","Transfer","Individual - TOD","",""
"6/23/2023","DIRECT DEBIT JPMorgan ChaseACCTVERIFY (Cash)","DIRECT DEBIT JPMorgan ChaseACCTVERIFY (Cash)","0.44","debit","Transfer","Individual - TOD","",""
"6/23/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","20.51","debit","Groceries","Blue Cash Everyday®","",""
"6/23/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","6.92","debit","Groceries","Blue Cash Everyday®","",""
"6/23/2023","ZIMMER INC       DES:DIRECT DEP ID:XXXXX36537204J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX36537204J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"6/23/2023","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","126.28","credit","Paycheck","Easy Banking Club","",""
"6/23/2023","APPLECARD GSBANK PAYMENT    1042","APPLECARD GSBANK PAYMENT XXXXXXXXX WEB ID: XXXXXX9999","205.96","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/23/2023","YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","YOU BOUGHT PALANTIR TECHNOLOGIES INC CL A (PLTR) (Cash)","95.69","debit","Investments","ROTH IRA","",""
"6/22/2023","PAYPAL *TEMU XXXXXX6118 DE","PAYPAL *TEMU XXXXXX6118 DE","55.45","debit","Toys","Blue Cash Everyday®","",""
